  0.926647  -1.206202  -3.467025
  1.916596  -1.206202  -3.467025
 -1.548227  -0.711227  -3.467025
  0.431672  -0.711227  -3.467025
  1.421621  -0.711227  -3.467025
  2.411571  -0.711227  -3.467025
  3.401520  -0.711227  -3.467025
 -2.043202  -0.216253  -3.467025
 -1.053252  -0.216253  -3.467025
 -0.063303  -0.216253  -3.467025
  0.926647  -0.216253  -3.467025
  1.916596  -0.216253  -3.467025
  2.906546  -0.216253  -3.467025
 -2.538177   0.278722  -3.467025
 -1.548227   0.278722  -3.467025
 -0.558278   0.278722  -3.467025
  0.431672   0.278722  -3.467025
  1.421621   0.278722  -3.467025
  2.411571   0.278722  -3.467025
 -3.033151   0.773697  -3.467025
 -2.043202   0.773697  -3.467025
 -1.053252   0.773697  -3.467025
 -0.063303   0.773697  -3.467025
  0.926647   0.773697  -3.467025
  1.916596   0.773697  -3.467025
 -2.538177   1.268672  -3.467025
 -1.548227   1.268672  -3.467025
 -0.558278   1.268672  -3.467025
  0.431672   1.268672  -3.467025
  1.421621   1.268672  -3.467025
 -1.053252   1.763646  -3.467025
 -0.063303   1.763646  -3.467025
  0.926647   1.763646  -3.467025
 -0.558278   2.258621  -3.467025
  0.431672   2.258621  -3.467025
 -2.538177  -2.196152  -2.972051
  2.411571  -2.196152  -2.972051
  3.401520  -2.196152  -2.972051
 -3.033151  -1.701177  -2.972051
 -2.043202  -1.701177  -2.972051
 -1.053252  -1.701177  -2.972051
  0.926647  -1.701177  -2.972051
  1.916596  -1.701177  -2.972051
  2.906546  -1.701177  -2.972051
  3.896495  -1.701177  -2.972051
 -2.538177  -1.206202  -2.972051
 -1.548227  -1.206202  -2.972051
 -0.558278  -1.206202  -2.972051
  0.431672  -1.206202  -2.972051
  1.421621  -1.206202  -2.972051
  2.411571  -1.206202  -2.972051
  3.401520  -1.206202  -2.972051
  4.391470  -1.206202  -2.972051
 -3.033151  -0.711227  -2.972051
 -2.043202  -0.711227  -2.972051
 -1.053252  -0.711227  -2.972051
 -0.063303  -0.711227  -2.972051
  1.916596  -0.711227  -2.972051
  2.906546  -0.711227  -2.972051
  3.896495  -0.711227  -2.972051
  4.886445  -0.711227  -2.972051
 -3.528126  -0.216253  -2.972051
 -2.538177  -0.216253  -2.972051
 -1.548227  -0.216253  -2.972051
 -0.558278  -0.216253  -2.972051
  2.411571  -0.216253  -2.972051
  3.401520  -0.216253  -2.972051
  4.391470  -0.216253  -2.972051
 -4.023101   0.278722  -2.972051
 -3.033151   0.278722  -2.972051
 -2.043202   0.278722  -2.972051
 -1.053252   0.278722  -2.972051
 -0.063303   0.278722  -2.972051
  2.906546   0.278722  -2.972051
  3.896495   0.278722  -2.972051
  4.886445   0.278722  -2.972051
 -3.528126   0.773697  -2.972051
 -2.538177   0.773697  -2.972051
 -1.548227   0.773697  -2.972051
 -0.558278   0.773697  -2.972051
  0.431672   0.773697  -2.972051
  2.411571   0.773697  -2.972051
  3.401520   0.773697  -2.972051
  4.391470   0.773697  -2.972051
 -4.023101   1.268672  -2.972051
