
Host: sophon

Timers On : Sun Nov 25 20:17:25 2018
Timers Off: Sun Nov 25 20:19:55 2018

Wall Time:      149.71 seconds

JK: (A|mn)                  :      9.617u      0.000s      5.763w      1 calls
JK: (A|Q)^-1/2              :      3.083u      0.017s      1.867w      1 calls
JK: (Q|mn)                  :      4.450u      0.000s      2.674w      1 calls
HF: Form H                  :      0.000u      0.017s      0.007w      1 calls
HF: Form S/X                :      0.000u      0.000s      0.009w      1 calls
HF: Guess                   :      0.167u      0.000s      0.098w      1 calls
SAD Guess                   :      0.167u      0.000s      0.096w      1 calls
HF: Form G                  :     30.250u      0.950s     18.693w     11 calls
JK: D                       :      0.000u      0.000s      0.002w     11 calls
JK: USO2AO                  :      0.000u      0.000s      0.001w     11 calls
JK: JK                      :     30.250u      0.950s     18.687w     11 calls
JK: J                       :      0.967u      0.000s      0.597w     11 calls
JK: J1                      :      0.467u      0.000s      0.286w     11 calls
JK: J2                      :      0.500u      0.000s      0.308w     11 calls
JK: K                       :     29.067u      0.000s     17.426w     11 calls
JK: K1                      :     24.617u      0.000s     14.772w     11 calls
JK: K2                      :      4.450u      0.000s      2.653w     11 calls
JK: AO2USO                  :      0.000u      0.000s      0.000w     11 calls
HF: Form F                  :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                    :      0.050u      0.000s      0.049w     11 calls
DIISManager::add_entry      :      0.000u      0.000s      0.005w     10 calls
DIISManager::extrapolate    :      0.017u      0.000s      0.014w      9 calls
bMatrix setup               :      0.000u      0.000s      0.007w      9 calls
bMatrix pseudoinverse       :      0.000u      0.000s      0.000w      9 calls
New vector                  :      0.017u      0.000s      0.006w      9 calls
HF: Form C                  :      0.150u      0.000s      0.098w     11 calls
HF: Form D                  :      0.000u      0.000s      0.002w     11 calls

-----------------------------------------------------------
JK: (A|mn)                  :      9.617u      0.000s      5.763w      1 calls
JK: (A|Q)^-1/2              :      3.083u      0.017s      1.867w      1 calls
JK: (Q|mn)                  :      4.450u      0.000s      2.674w      1 calls
HF: Form H                  :      0.000u      0.017s      0.007w      1 calls
HF: Form S/X                :      0.000u      0.000s      0.009w      1 calls
HF: Guess                   :      0.167u      0.000s      0.098w      1 calls
| SAD Guess                 :      0.167u      0.000s      0.096w      1 calls
HF: Form G                  :     30.250u      0.950s     18.693w     11 calls
| JK: D                     :      0.000u      0.000s      0.002w     11 calls
| JK: USO2AO                :      0.000u      0.000s      0.001w     11 calls
| JK: JK                    :     30.250u      0.950s     18.687w     11 calls
| | JK: J                   :      0.967u      0.000s      0.597w     11 calls
| | | JK: J1                :      0.467u      0.000s      0.286w     11 calls
| | | JK: J2                :      0.500u      0.000s      0.308w     11 calls
| | JK: K                   :     29.067u      0.000s     17.426w     11 calls
| | | JK: K1                :     24.617u      0.000s     14.772w     11 calls
| | | JK: K2                :      4.450u      0.000s      2.653w     11 calls
| JK: AO2USO                :      0.000u      0.000s      0.000w     11 calls
HF: Form F                  :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                    :      0.050u      0.000s      0.049w     11 calls
| DIISManager::add_entry    :      0.000u      0.000s      0.005w     10 calls
| DIISManager::extrapolate  :      0.017u      0.000s      0.014w      9 calls
| | bMatrix setup           :      0.000u      0.000s      0.007w      9 calls
| | bMatrix pseudoinverse   :      0.000u      0.000s      0.000w      9 calls
| | New vector              :      0.017u      0.000s      0.006w      9 calls
HF: Form C                  :      0.150u      0.000s      0.098w     11 calls
HF: Form D                  :      0.000u      0.000s      0.002w     11 calls

***********************************************************
