
Host: sophon

Timers On : Sun Nov 25 20:27:13 2018
Timers Off: Sun Nov 25 20:31:56 2018

Wall Time:      282.94 seconds

JK: (A|mn)                  :     17.783u      0.000s     10.669w      1 calls
JK: (A|Q)^-1/2              :      5.633u      0.033s      3.398w      1 calls
JK: (Q|mn)                  :      9.933u      0.000s      5.962w      1 calls
HF: Form H                  :      0.000u      0.000s      0.010w      1 calls
HF: Form S/X                :      0.033u      0.017s      0.018w      1 calls
HF: Guess                   :      0.167u      0.000s      0.101w      1 calls
SAD Guess                   :      0.167u      0.000s      0.098w      1 calls
HF: Form G                  :     63.700u      1.700s     39.272w     10 calls
JK: D                       :      0.017u      0.000s      0.004w     10 calls
JK: USO2AO                  :      0.000u      0.000s      0.001w     10 calls
JK: JK                      :     63.683u      1.700s     39.262w     10 calls
JK: J                       :      1.650u      0.050s      0.991w     10 calls
JK: J1                      :      0.817u      0.000s      0.474w     10 calls
JK: J2                      :      0.833u      0.050s      0.512w     10 calls
JK: K                       :     61.700u      0.017s     37.040w     10 calls
JK: K1                      :     51.367u      0.017s     30.835w     10 calls
JK: K2                      :     10.333u      0.000s      6.204w     10 calls
JK: AO2USO                  :      0.000u      0.000s      0.000w     10 calls
HF: Form F                  :      0.017u      0.000s      0.002w     10 calls
HF: DIIS                    :      0.167u      0.000s      0.088w     10 calls
DIISManager::add_entry      :      0.000u      0.000s      0.007w      9 calls
DIISManager::extrapolate    :      0.033u      0.000s      0.018w      8 calls
bMatrix setup               :      0.017u      0.000s      0.009w      8 calls
bMatrix pseudoinverse       :      0.000u      0.000s      0.000w      8 calls
New vector                  :      0.017u      0.000s      0.009w      8 calls
HF: Form C                  :      0.300u      0.017s      0.189w     10 calls
HF: Form D                  :      0.000u      0.000s      0.003w     10 calls

-----------------------------------------------------------
JK: (A|mn)                  :     17.783u      0.000s     10.669w      1 calls
JK: (A|Q)^-1/2              :      5.633u      0.033s      3.398w      1 calls
JK: (Q|mn)                  :      9.933u      0.000s      5.962w      1 calls
HF: Form H                  :      0.000u      0.000s      0.010w      1 calls
HF: Form S/X                :      0.033u      0.017s      0.018w      1 calls
HF: Guess                   :      0.167u      0.000s      0.101w      1 calls
| SAD Guess                 :      0.167u      0.000s      0.098w      1 calls
HF: Form G                  :     63.700u      1.700s     39.272w     10 calls
| JK: D                     :      0.017u      0.000s      0.004w     10 calls
| JK: USO2AO                :      0.000u      0.000s      0.001w     10 calls
| JK: JK                    :     63.683u      1.700s     39.262w     10 calls
| | JK: J                   :      1.650u      0.050s      0.991w     10 calls
| | | JK: J1                :      0.817u      0.000s      0.474w     10 calls
| | | JK: J2                :      0.833u      0.050s      0.512w     10 calls
| | JK: K                   :     61.700u      0.017s     37.040w     10 calls
| | | JK: K1                :     51.367u      0.017s     30.835w     10 calls
| | | JK: K2                :     10.333u      0.000s      6.204w     10 calls
| JK: AO2USO                :      0.000u      0.000s      0.000w     10 calls
HF: Form F                  :      0.017u      0.000s      0.002w     10 calls
HF: DIIS                    :      0.167u      0.000s      0.088w     10 calls
| DIISManager::add_entry    :      0.000u      0.000s      0.007w      9 calls
| DIISManager::extrapolate  :      0.033u      0.000s      0.018w      8 calls
| | bMatrix setup           :      0.017u      0.000s      0.009w      8 calls
| | bMatrix pseudoinverse   :      0.000u      0.000s      0.000w      8 calls
| | New vector              :      0.017u      0.000s      0.009w      8 calls
HF: Form C                  :      0.300u      0.017s      0.189w     10 calls
HF: Form D                  :      0.000u      0.000s      0.003w     10 calls

***********************************************************
